"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","CHL","Chile","2016","2016",-1.9,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","CHL","Chile","2017","2017",-1.9,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","CHL","Chile","2018","2018",-1.9,,
"EVIEHO80","Males at age 80","EVIHFEEV","Difference male-female (years)","CHL","Chile","2019","2019",-1.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1964","1964",-3.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1965","1965",-3.3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1966","1966",-3.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1967","1967",-3.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1968","1968",-3.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1969","1969",-3.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1970","1970",-3.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1971","1971",-3.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1972","1972",-3.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1973","1973",-3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1974","1974",-2.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1975","1975",-2.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1976","1976",-2.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1977","1977",-2.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1978","1978",-2.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1979","1979",-2.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1980","1980",-2.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1981","1981",-2.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1982","1982",-3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1983","1983",-3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1984","1984",-3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1985","1985",-3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1986","1986",-3.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1987","1987",-3.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1988","1988",-3.3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1989","1989",-3.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1990","1990",-3.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1991","1991",-3.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1992","1992",-3.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1993","1993",-4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1994","1994",-4.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1995","1995",-4.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1996","1996",-4.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1997","1997",-4.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1998","1998",-4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","1999","1999",-3.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2000","2000",-3.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2001","2001",-3.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2002","2002",-3.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2003","2003",-3.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2004","2004",-3.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2005","2005",-3.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2006","2006",-3.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2007","2007",-3.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2008","2008",-3.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2009","2009",-4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2010","2010",-4.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2011","2011",-4.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2012","2012",-4.3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2013","2013",-4.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2014","2014",-4.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2015","2015",-4.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2016","2016",-4.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2017","2017",-4.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2018","2018",-4.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","CHN","China (People's Republic of)","2019","2019",-4.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1964","1964",-7.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1965","1965",-8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1966","1966",-8.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1967","1967",-8.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1968","1968",-8.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1969","1969",-9.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1970","1970",-9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1971","1971",-9.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1972","1972",-9.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1973","1973",-8.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1974","1974",-9.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1975","1975",-9.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1976","1976",-9.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1977","1977",-9.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1978","1978",-10.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1979","1979",-10.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1980","1980",-10.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1981","1981",-10,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1982","1982",-10.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1983","1983",-10.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1984","1984",-9.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1985","1985",-9.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1986","1986",-8.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1987","1987",-8.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1988","1988",-8.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1989","1989",-9.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1990","1990",-10.2,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1991","1991",-10.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1992","1992",-11.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1993","1993",-11.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1994","1994",-12.3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1995","1995",-12.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1996","1996",-11.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1997","1997",-11.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1998","1998",-11.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","1999","1999",-11.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2000","2000",-10.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2001","2001",-11.3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2002","2002",-11.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2003","2003",-10.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2004","2004",-11.3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2005","2005",-10.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2006","2006",-11,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2007","2007",-11.4,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2008","2008",-10.6,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2009","2009",-10.3,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2010","2010",-9.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2011","2011",-9.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2012","2012",-10.1,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2013","2013",-8.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2014","2014",-9.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2015","2015",-9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2016","2016",-8.9,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2017","2017",-8.8,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2018","2018",-8.7,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2019","2019",-8.5,,
"EVIEHO00","Males at birth","EVIHFEEV","Difference male-female (years)","EST","Estonia","2020","2020",-8.5,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1964","1964",-5.9,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1965","1965",-5.8,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1966","1966",-5.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1967","1967",-6.5,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1968","1968",-6.4,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1969","1969",-6.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1970","1970",-6.5,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1971","1971",-6.9,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1972","1972",-6.6,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1973","1973",-6.5,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1974","1974",-6.9,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1975","1975",-7.1,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1976","1976",-7.2,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1977","1977",-6.9,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1978","1978",-7.5,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1979","1979",-7.6,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1980","1980",-7.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1981","1981",-7.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1982","1982",-7.6,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1983","1983",-7.8,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1984","1984",-7.6,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1985","1985",-7.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1986","1986",-7.4,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1987","1987",-7.1,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1988","1988",-7.1,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1989","1989",-7.1,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1990","1990",-8,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1991","1991",-8,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1992","1992",-8.6,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1993","1993",-9,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1994","1994",-9.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1995","1995",-9.9,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1996","1996",-9.3,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1997","1997",-9.1,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1998","1998",-9.5,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","1999","1999",-9.1,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2000","2000",-9.1,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2001","2001",-9.5,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2002","2002",-9.2,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2003","2003",-9.1,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2004","2004",-9.4,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2005","2005",-9.3,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2006","2006",-9.3,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2007","2007",-9.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2008","2008",-9.1,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2009","2009",-8.8,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2010","2010",-8.5,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2011","2011",-8.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2012","2012",-8.7,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2013","2013",-8,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2014","2014",-8.4,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2015","2015",-8,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2016","2016",-8.3,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2017","2017",-7.9,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2018","2018",-8,,
"EVIEHO40","Males at age 40","EVIHFEEV","Difference male-female (years)","EST","Estonia","2019","2019",-8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1964","1964",-3.9,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1965","1965",-3.9,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1966","1966",-3.9,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1967","1967",-4.1,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1968","1968",-4.4,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1969","1969",-4.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1970","1970",-4.4,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1971","1971",-4.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1972","1972",-4.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1973","1973",-4.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1974","1974",-4.4,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1975","1975",-4.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1976","1976",-4.5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1977","1977",-4.4,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1978","1978",-4.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1979","1979",-4.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1980","1980",-4.6,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1981","1981",-4.6,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1982","1982",-4.5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1983","1983",-4.5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1984","1984",-4.5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1985","1985",-4.7,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1986","1986",-4.7,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1987","1987",-4.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1988","1988",-4.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1989","1989",-4.5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1990","1990",-4.8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1991","1991",-4.8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1992","1992",-5.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1993","1993",-5.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1994","1994",-5.4,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1995","1995",-5.6,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1996","1996",-5.5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1997","1997",-5.5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1998","1998",-5.5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","1999","1999",-5.7,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2000","2000",-5.7,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2001","2001",-6,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2002","2002",-5.9,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2003","2003",-5.8,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2004","2004",-6.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2005","2005",-6.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2006","2006",-6.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2007","2007",-6.5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2008","2008",-6.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2009","2009",-6.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2010","2010",-6.1,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2011","2011",-6.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2012","2012",-6.5,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2013","2013",-6.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2014","2014",-6.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2015","2015",-6,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2016","2016",-6.3,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2017","2017",-6.2,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2018","2018",-6,,
"EVIEHO60","Males at age 60","EVIHFEEV","Difference male-female (years)","EST","Estonia","2019","2019",-6.1,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1964","1964",-3.2,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1965","1965",-3.3,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1966","1966",-3.2,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1967","1967",-3.3,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1968","1968",-3.5,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1969","1969",-3.5,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1970","1970",-3.4,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1971","1971",-3.4,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1972","1972",-3.4,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1973","1973",-3.5,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1974","1974",-3.7,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1975","1975",-3.6,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1976","1976",-3.5,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1977","1977",-3.5,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1978","1978",-3.4,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1979","1979",-3.5,,
"EVIEHO65","Males at age 65","EVIHFEEV","Difference male-female (years)","EST","Estonia","1980","1980",-3.8,,
