Year,Country Code,Population
2000,BGD,127657862.0
2001,BGD,130088709.0
2002,BGD,132478077.0
2003,BGD,134791598.0
2004,BGD,136986429.0
2005,BGD,139035505.0
2006,BGD,140921154.0
2007,BGD,142660381.0
2008,BGD,144304164.0
2009,BGD,145924795.0
2010,BGD,147575433.0
2011,BGD,149273134.0
2012,BGD,151005733.0
2013,BGD,152761413.0
2014,BGD,154517385.0
2015,BGD,156256287.0
2016,BGD,157977151.0
1964,BGR,8144340.0
1965,BGR,8204168.0
1966,BGR,8258057.0
1967,BGR,8310226.0
1968,BGR,8369603.0
1969,BGR,8434172.0
1970,BGR,8489574.0
1971,BGR,8536395.0
1972,BGR,8576200.0
1973,BGR,8620967.0
1974,BGR,8678745.0
1975,BGR,8720742.0
1976,BGR,8758599.0
1977,BGR,8804183.0
1978,BGR,8814032.0
1979,BGR,8825940.0
1980,BGR,8861535.0
1981,BGR,8891117.0
1982,BGR,8917457.0
1983,BGR,8939738.0
1984,BGR,8960679.0
1985,BGR,8960547.0
1986,BGR,8958171.0
1987,BGR,8971359.0
1988,BGR,8981446.0
1989,BGR,8876972.0
1990,BGR,8718289.0
1991,BGR,8632367.0
1992,BGR,8540164.0
1993,BGR,8472313.0
1994,BGR,8443591.0
1995,BGR,8406067.0
1996,BGR,8362826.0
1997,BGR,8312068.0
1998,BGR,8256786.0
1999,BGR,8210624.0
2000,BGR,8170172.0
2001,BGR,8009142.0
2002,BGR,7837161.0
2003,BGR,7775327.0
2004,BGR,7716860.0
2005,BGR,7658972.0
2006,BGR,7601022.0
2007,BGR,7545338.0
2008,BGR,7492561.0
2009,BGR,7444443.0
2010,BGR,7395599.0
2011,BGR,7348328.0
2012,BGR,7305888.0
2013,BGR,7265115.0
2014,BGR,7223938.0
2015,BGR,7177991.0
2016,BGR,7127822.0
1964,BHR,182888.0
1965,BHR,187432.0
1966,BHR,191785.0
1967,BHR,196060.0
1968,BHR,200652.0
1969,BHR,206037.0
1970,BHR,212607.0
1971,BHR,220311.0
1972,BHR,229151.0
1973,BHR,239527.0
1974,BHR,251908.0
1975,BHR,266540.0
1976,BHR,283746.0
1977,BHR,303169.0
1978,BHR,323468.0
1979,BHR,342804.0
1980,BHR,359897.0
1981,BHR,374120.0
1982,BHR,385953.0
1983,BHR,396451.0
1984,BHR,407233.0
1985,BHR,419428.0
1986,BHR,433478.0
1987,BHR,448981.0
1988,BHR,465198.0
1989,BHR,481081.0
1990,BHR,495927.0
1991,BHR,509762.0
1992,BHR,523082.0
1993,BHR,536212.0
1994,BHR,549590.0
1995,BHR,563698.0
1996,BHR,578661.0
1997,BHR,594927.0
1998,BHR,613697.0
1999,BHR,636540.0
2000,BHR,664610.0
2001,BHR,697550.0
2002,BHR,735140.0
2003,BHR,778708.0
2004,BHR,829846.0
2005,BHR,889157.0
2006,BHR,958423.0
2007,BHR,1035924.0
2008,BHR,1114645.0
2009,BHR,1185075.0
2010,BHR,1240864.0
2011,BHR,1278153.0
2012,BHR,1299942.0
2013,BHR,1315029.0
2014,BHR,1336073.0
2015,BHR,1371853.0
2016,BHR,1425793.0
1964,BHS,133705.0
1965,BHS,140060.0
1966,BHS,146381.0
1967,BHS,152621.0
1968,BHS,158648.0
1969,BHS,164265.0
1970,BHS,169376.0
1971,BHS,173894.0
1972,BHS,177863.0
1973,BHS,181519.0
1974,BHS,185105.0
1975,BHS,188895.0
1976,BHS,192903.0
1977,BHS,197100.0
1978,BHS,201482.0
1979,BHS,205991.0
1980,BHS,210589.0
1981,BHS,215321.0
1982,BHS,220182.0
1983,BHS,225095.0
1984,BHS,229913.0
1985,BHS,234579.0
1986,BHS,239020.0
1987,BHS,243265.0
1988,BHS,247451.0
1989,BHS,251738.0
1990,BHS,256227.0
1991,BHS,261007.0
1992,BHS,266028.0
1993,BHS,271065.0
1994,BHS,275849.0
1995,BHS,280179.0
1996,BHS,283980.0
1997,BHS,287363.0
1998,BHS,290600.0
1999,BHS,294063.0
2000,BHS,298045.0
2001,BHS,302618.0
2002,BHS,307657.0
2003,BHS,313123.0
2004,BHS,318893.0
2005,BHS,324848.0
2006,BHS,331032.0
2007,BHS,337387.0
2008,BHS,343680.0
2009,BHS,349600.0
2010,BHS,354936.0
2011,BHS,359583.0
2012,BHS,363581.0
2013,BHS,367162.0
2014,BHS,370625.0
2015,BHS,374200.0
2016,BHS,377923.0
1964,BIH,3478999.0
1965,BIH,3535632.0
1966,BIH,3586630.0
1967,BIH,3632678.0
1968,BIH,3675448.0
1969,BIH,3717476.0
1970,BIH,3760536.0
1971,BIH,3805286.0
1972,BIH,3851153.0
1973,BIH,3897259.0
1974,BIH,3942221.0
1975,BIH,3985107.0
1976,BIH,4025271.0
1977,BIH,4063188.0
1978,BIH,4100355.0
1979,BIH,4138816.0
1980,BIH,4179850.0
1981,BIH,4222479.0
1982,BIH,4265183.0
1983,BIH,4307907.0
1984,BIH,4350566.0
1985,BIH,4392135.0
1986,BIH,4435925.0
1987,BIH,4479516.0
1988,BIH,4509462.0
1989,BIH,4507819.0
1990,BIH,4463422.0
1991,BIH,4369320.0
1992,BIH,4233673.0
1993,BIH,4078940.0
1994,BIH,3936527.0
1995,BIH,3829049.0
1996,BIH,3764419.0
1997,BIH,3736070.0
1998,BIH,3734338.0
1999,BIH,3743353.0
2000,BIH,3751176.0
2001,BIH,3755514.0
2002,BIH,3759389.0
2003,BIH,3762179.0
2004,BIH,3764194.0
2005,BIH,3765332.0
2006,BIH,3765422.0
2007,BIH,3762791.0
2008,BIH,3754261.0
2009,BIH,3735945.0
2010,BIH,3705478.0
2011,BIH,3661173.0
2012,BIH,3604972.0
2013,BIH,3542598.0
2014,BIH,3482106.0
2015,BIH,3429362.0
2016,BIH,3386263.0
1964,BLR,8524224.0
1965,BLR,8610000.0
1966,BLR,8696496.0
1967,BLR,8785648.0
1968,BLR,8874552.0
1969,BLR,8960304.0
1970,BLR,9040000.0
1971,BLR,9115576.0
1972,BLR,9188968.0
1973,BLR,9257272.0
1974,BLR,9317584.0
1975,BLR,9367000.0
1976,BLR,9411000.0
1977,BLR,9463000.0
1978,BLR,9525000.0
1979,BLR,9584000.0
1980,BLR,9643000.0
1981,BLR,9710000.0
1982,BLR,9776000.0
1983,BLR,9843000.0
1984,BLR,9910000.0
1985,BLR,9975000.0
1986,BLR,10043000.0
1987,BLR,10111000.0
1988,BLR,10140000.0
1989,BLR,10170000.0
1990,BLR,10189000.0
1991,BLR,10194000.0
1992,BLR,10216000.0
1993,BLR,10239000.0
1994,BLR,10227000.0
1995,BLR,10194000.0
1996,BLR,10160000.0
1997,BLR,10117000.0
1998,BLR,10069000.0
1999,BLR,10026738.0
2000,BLR,9979610.0
2001,BLR,9928549.0
2002,BLR,9865548.0
2003,BLR,9796749.0
2004,BLR,9730146.0
2005,BLR,9663915.0
2006,BLR,9604924.0
2007,BLR,9560953.0
2008,BLR,9527985.0
2009,BLR,9506765.0
2010,BLR,9490583.0
2011,BLR,9473172.0
2012,BLR,9464495.0
2013,BLR,9465997.0
2014,BLR,9474511.0
2015,BLR,9489616.0
2016,BLR,9501534.0
1964,BLZ,103069.0
1965,BLZ,106120.0
1966,BLZ,109348.0
1967,BLZ,112707.0
1968,BLZ,116065.0
1969,BLZ,119269.0
1970,BLZ,122184.0
1971,BLZ,124795.0
1972,BLZ,127152.0
1973,BLZ,129294.0
1974,BLZ,131305.0
1975,BLZ,133264.0
1976,BLZ,135143.0
1977,BLZ,136990.0
1978,BLZ,138975.0
1979,BLZ,141302.0
1980,BLZ,144142.0
1981,BLZ,147572.0
1982,BLZ,151486.0
1983,BLZ,155820.0
1984,BLZ,160341.0
1985,BLZ,164918.0
1986,BLZ,169569.0
1987,BLZ,174333.0
1988,BLZ,179023.0
1989,BLZ,183471.0
1990,BLZ,187554.0
1991,BLZ,191136.0
1992,BLZ,194324.0
1993,BLZ,197625.0
1994,BLZ,201679.0
1995,BLZ,206962.0
1996,BLZ,213660.0
1997,BLZ,221575.0
1998,BLZ,230248.0
1999,BLZ,238979.0
2000,BLZ,247310.0
2001,BLZ,255068.0
2002,BLZ,262387.0
2003,BLZ,269428.0
2004,BLZ,276516.0
2005,BLZ,283798.0
2006,BLZ,291338.0
2007,BLZ,299031.0
2008,BLZ,306822.0
2009,BLZ,314655.0
2010,BLZ,322465.0
2011,BLZ,330236.0
2012,BLZ,338001.0
2013,BLZ,345707.0
2014,BLZ,353366.0
2015,BLZ,360926.0
2016,BLZ,368399.0
1964,BMU,48900.0
1965,BMU,50100.0
1966,BMU,51000.0
1967,BMU,52000.0
1968,BMU,53000.0
1969,BMU,54000.0
1970,BMU,55000.0
1971,BMU,54600.0
1972,BMU,54200.0
1973,BMU,53800.0
1974,BMU,53400.0
1975,BMU,53000.0
1976,BMU,53200.0
1977,BMU,53400.0
1978,BMU,53600.0
1979,BMU,53800.0
1980,BMU,54670.0
1981,BMU,55050.0
1982,BMU,55449.0
1983,BMU,55930.0
1984,BMU,56423.0
1985,BMU,56898.0
1986,BMU,57382.0
1987,BMU,57849.0
1988,BMU,58347.0
1989,BMU,58841.0
1990,BMU,59326.0
1991,BMU,59021.0
1992,BMU,58595.0
1993,BMU,58910.0
1994,BMU,59320.0
1995,BMU,59746.0
1996,BMU,60129.0
1997,BMU,60497.0
1998,BMU,60943.0
1999,BMU,61285.0
2000,BMU,61833.0
2001,BMU,62504.0
2002,BMU,62912.0
2003,BMU,63325.0
2004,BMU,63740.0
2005,BMU,64154.0
2006,BMU,64523.0
2007,BMU,64888.0
2008,BMU,65273.0
2009,BMU,65636.0
2010,BMU,65124.0
2011,BMU,64564.0
2012,BMU,64798.0
2013,BMU,65001.0
2014,BMU,65138.0
2015,BMU,65237.0
2016,BMU,64554.0
1964,BOL,3957759.0
1965,BOL,4038865.0
1966,BOL,4122517.0
1967,BOL,4208683.0
1968,BOL,4297522.0
1969,BOL,4389248.0
1970,BOL,4484004.0
1971,BOL,4581752.0
1972,BOL,4682392.0
1973,BOL,4785916.0
1974,BOL,4892294.0
1975,BOL,5001413.0
1976,BOL,5113458.0
1977,BOL,5228253.0
1978,BOL,5344946.0
1979,BOL,5462413.0
1980,BOL,5579932.0
1981,BOL,5697098.0
1982,BOL,5814344.0
1983,BOL,5932812.0
1984,BOL,6054126.0
1985,BOL,6179460.0
1986,BOL,6309129.0
1987,BOL,6442824.0
1988,BOL,6580318.0
1989,BOL,6721117.0
1990,BOL,6864839.0
1991,BOL,7011456.0
1992,BOL,7160917.0
1993,BOL,7312857.0
1994,BOL,7466792.0
1995,BOL,7622334.0
1996,BOL,7779268.0
1997,BOL,7937453.0
1998,BOL,8096761.0
1999,BOL,8257066.0
2000,BOL,8418270.0
2001,BOL,8580244.0
2002,BOL,8742822.0
2003,BOL,8905820.0
2004,BOL,9069044.0
2005,BOL,9232301.0
2006,BOL,9395449.0
2007,BOL,9558438.0
2008,BOL,9721457.0
2009,BOL,9884790.0
2010,BOL,10048597.0
2011,BOL,10212951.0
2012,BOL,10377677.0
2013,BOL,10542375.0
2014,BOL,10706517.0
2015,BOL,10869732.0
2016,BOL,11031822.0
1964,BRA,81064572.0
1965,BRA,83373533.0
1966,BRA,85696502.0
1967,BRA,88035815.0
1968,BRA,90387079.0
1969,BRA,92746607.0
1970,BRA,95113265.0
1971,BRA,97482928.0
1972,BRA,99859388.0
1973,BRA,102259497.0
1974,BRA,104706193.0
1975,BRA,107216209.0
1976,BRA,109790943.0
1977,BRA,112425392.0
1978,BRA,115121158.0
1979,BRA,117878412.0
1980,BRA,120694012.0
1981,BRA,123570327.0
1982,BRA,126498322.0
1983,BRA,129448815.0
1984,BRA,132383569.0
1985,BRA,135274083.0
1986,BRA,138108915.0
1987,BRA,140891606.0
1988,BRA,143627505.0
1989,BRA,146328305.0
1990,BRA,149003225.0
1991,BRA,151648007.0
1992,BRA,154259382.0
1993,BRA,156849086.0
1994,BRA,159432717.0
1995,BRA,162019889.0
1996,BRA,164614682.0
1997,BRA,167209046.0
1998,BRA,169785253.0
1999,BRA,172318674.0
2000,BRA,174790339.0
2001,BRA,177196051.0
2002,BRA,179537523.0
2003,BRA,181809244.0
2004,BRA,184006479.0
2005,BRA,186127108.0
2006,BRA,188167353.0
2007,BRA,190130445.0
2008,BRA,192030362.0
2009,BRA,193886505.0
2010,BRA,195713637.0
2011,BRA,197514541.0
2012,BRA,199287292.0
2013,BRA,201035904.0
2014,BRA,202763744.0
2015,BRA,204471759.0
2016,BRA,206163056.0
1964,BRB,234588.0
1965,BRB,235415.0
1966,BRB,236084.0
1967,BRB,236661.0
1968,BRB,237241.0
1969,BRB,237963.0
1970,BRB,238895.0
1971,BRB,240093.0
1972,BRB,241523.0
1973,BRB,243076.0
1974,BRB,244643.0
1975,BRB,246158.0
1976,BRB,247584.0
1977,BRB,248931.0
1978,BRB,250200.0
1979,BRB,251347.0
1980,BRB,252388.0
1981,BRB,253296.0
1982,BRB,254078.0
1983,BRB,254791.0
1984,BRB,255493.0
1985,BRB,256260.0
1986,BRB,257117.0
1987,BRB,258012.0
1988,BRB,258970.0
1989,BRB,259961.0
1990,BRB,260933.0
1991,BRB,261912.0
1992,BRB,262890.0
1993,BRB,263869.0
1994,BRB,264893.0
1995,BRB,265955.0
1996,BRB,267047.0
1997,BRB,268183.0
1998,BRB,269334.0
1999,BRB,270455.0
2000,BRB,271511.0
2001,BRB,272494.0
2002,BRB,273423.0
2003,BRB,274331.0
2004,BRB,275283.0
2005,BRB,276320.0
2006,BRB,277475.0
2007,BRB,278701.0
2008,BRB,279946.0
2009,BRB,281107.0
2010,BRB,282131.0
2011,BRB,282987.0
2012,BRB,283698.0
2013,BRB,284294.0
2014,BRB,284825.0
2015,BRB,285327.0
2016,BRB,285798.0
1964,BRN,97819.0
1965,BRN,102390.0
1966,BRN,107274.0
1967,BRN,112446.0
1968,BRN,117897.0
1969,BRN,123596.0
1970,BRN,129530.0
1971,BRN,135672.0
1972,BRN,142015.0
1973,BRN,148516.0
1974,BRN,155069.0
1975,BRN,161635.0
1976,BRN,168173.0
1977,BRN,174717.0
1978,BRN,181201.0
1979,BRN,187596.0
1980,BRN,193880.0
1981,BRN,200027.0
1982,BRN,206064.0
1983,BRN,212073.0
1984,BRN,218176.0
1985,BRN,224440.0
1986,BRN,230917.0
1987,BRN,237565.0
1988,BRN,244405.0
1989,BRN,251456.0
1990,BRN,258714.0
1991,BRN,266208.0
1992,BRN,273888.0
1993,BRN,281684.0
1994,BRN,289452.0
1995,BRN,297112.0
1996,BRN,304620.0
1997,BRN,311962.0
1998,BRN,319135.0
1999,BRN,326214.0
2000,BRN,333166.0
2001,BRN,340037.0
2002,BRN,346777.0
2003,BRN,353295.0
2004,BRN,359434.0
2005,BRN,365112.0
2006,BRN,370262.0
2007,BRN,374967.0
2008,BRN,379418.0
2009,BRN,383902.0
2010,BRN,388634.0
2011,BRN,393687.0
2012,BRN,398997.0
2013,BRN,404414.0
2014,BRN,409778.0
2015,BRN,414914.0
2016,BRN,419791.0
1964,BTN,246961.0
1965,BTN,253993.0
1966,BTN,261664.0
1967,BTN,269944.0
1968,BTN,278731.0
1969,BTN,287886.0
1970,BTN,297307.0
1971,BTN,306957.0
1972,BTN,316822.0
1973,BTN,326986.0
1974,BTN,337491.0
1975,BTN,348395.0
1976,BTN,359721.0
1977,BTN,371424.0
1978,BTN,383324.0
1979,BTN,395192.0
1980,BTN,406883.0
1981,BTN,418107.0
1982,BTN,428938.0
1983,BTN,439823.0
1984,BTN,451471.0
1985,BTN,464264.0
1986,BTN,478683.0
1987,BTN,494313.0
1988,BTN,509532.0
1989,BTN,522173.0
1990,BTN,530801.0
1991,BTN,534637.0
1992,BTN,534525.0
1993,BTN,532590.0
1994,BTN,531905.0
1995,BTN,534629.0
1996,BTN,541471.0
1997,BTN,551713.0
1998,BTN,564378.0
1999,BTN,577886.0
2000,BTN,591014.0
2001,BTN,603643.0
2002,BTN,616025.0
2003,BTN,627840.0
2004,BTN,638809.0
2005,BTN,648744.0
2006,BTN,657404.0
2007,BTN,664873.0
2008,BTN,671611.0
2009,BTN,678329.0
2010,BTN,685502.0
2011,BTN,693297.0
2012,BTN,701582.0
2013,BTN,710235.0
2014,BTN,719053.0
2015,BTN,727885.0
2016,BTN,736706.0
1964,BWA,547870.0
1965,BWA,559996.0
1966,BWA,571957.0
1967,BWA,584098.0
1968,BWA,596946.0
1969,BWA,611297.0
1970,BWA,627714.0
1971,BWA,646350.0
1972,BWA,667096.0
1973,BWA,689906.0
1974,BWA,714701.0
1975,BWA,741346.0
1976,BWA,769982.0
1977,BWA,800532.0
1978,BWA,832467.0
1979,BWA,865073.0
1980,BWA,897860.0
1981,BWA,930412.0
1982,BWA,962859.0
1983,BWA,996124.0
1984,BWA,1031439.0
1985,BWA,1069585.0
1986,BWA,1110948.0
1987,BWA,1154904.0
1988,BWA,1200073.0
1989,BWA,1244484.0
1990,BWA,1286756.0
1991,BWA,1326321.0
1992,BWA,1363541.0
1993,BWA,1399110.0
1994,BWA,1434061.0
1995,BWA,1469173.0
1996,BWA,1504724.0
1997,BWA,1540424.0
1998,BWA,1575827.0
1999,BWA,1610260.0
2000,BWA,1643333.0
2001,BWA,1674674.0
2002,BWA,1704637.0
2003,BWA,1734387.0
2004,BWA,1765533.0
2005,BWA,1799077.0
2006,BWA,1835911.0
2007,BWA,1875458.0
2008,BWA,1915636.0
2009,BWA,1953495.0
2010,BWA,1987106.0
2011,BWA,2015406.0
2012,BWA,2039551.0
2013,BWA,2062551.0
2014,BWA,2088619.0
2015,BWA,2120716.0
2016,BWA,2159925.0
1964,CAF,1608618.0
1965,CAF,1639706.0
1966,CAF,1673019.0
1967,CAF,1708306.0
1968,CAF,1744198.0
1969,CAF,1778870.0
1970,CAF,1811157.0
1971,CAF,1840517.0
1972,CAF,1867786.0
1973,CAF,1894850.0
1974,CAF,1924386.0
1975,CAF,1958367.0
1976,CAF,1997017.0
1977,CAF,2039914.0
1978,CAF,2087662.0
1979,CAF,2140778.0
1980,CAF,2199359.0
1981,CAF,2264441.0
1982,CAF,2335339.0
1983,CAF,2408322.0
1984,CAF,2478382.0
1985,CAF,2542170.0
1986,CAF,2597765.0
1987,CAF,2646836.0
1988,CAF,2693974.0
1989,CAF,2745735.0
1990,CAF,2806740.0
1991,CAF,2878507.0
1992,CAF,2959236.0
1993,CAF,3046148.0
1994,CAF,3135017.0
1995,CAF,3222662.0
1996,CAF,3308235.0
1997,CAF,3392432.0
1998,CAF,3475485.0
1999,CAF,3558019.0
2000,CAF,3640421.0
2001,CAF,3722016.0
2002,CAF,3802129.0
2003,CAF,3881185.0
2004,CAF,3959883.0
2005,CAF,4038380.0
2006,CAF,4118075.0
2007,CAF,4198004.0
2008,CAF,4273368.0
2009,CAF,4337623.0
2010,CAF,4386765.0
2011,CAF,4418639.0
2012,CAF,4436411.0
2013,CAF,4447945.0
2014,CAF,4464171.0
2015,CAF,4493171.0
2016,CAF,4537683.0
1964,CAN,19325000.0
1965,CAN,19678000.0
1966,CAN,20048000.0
1967,CAN,20412000.0
1968,CAN,20744000.0
1969,CAN,21028000.0
1970,CAN,21324000.0
1971,CAN,21962032.0
1972,CAN,22218463.0
1973,CAN,22491777.0
1974,CAN,22807969.0
1975,CAN,23143275.0
1976,CAN,23449808.0
1977,CAN,23725843.0
1978,CAN,23963203.0
1979,CAN,24201544.0
1980,CAN,24515667.0
1981,CAN,24819915.0
1982,CAN,25116942.0
1983,CAN,25366451.0
1984,CAN,25607053.0
1985,CAN,25842116.0
1986,CAN,26100278.0
1987,CAN,26446601.0
1988,CAN,26791747.0
1989,CAN,27276781.0
1990,CAN,27691138.0
1991,CAN,28037420.0
1992,CAN,28371264.0
1993,CAN,28684764.0
1994,CAN,29000663.0
1995,CAN,29302311.0
1996,CAN,29610218.0
1997,CAN,29905948.0
1998,CAN,30155173.0
1999,CAN,30401286.0
2000,CAN,30685730.0
2001,CAN,31020902.0
2002,CAN,31360079.0
2003,CAN,31644028.0
2004,CAN,31940655.0
2005,CAN,32243753.0
2006,CAN,32571174.0
2007,CAN,32889025.0
2008,CAN,33247118.0
2009,CAN,33628895.0
2010,CAN,34004889.0
2011,CAN,34339328.0
2012,CAN,34714222.0
2013,CAN,35082954.0
2014,CAN,35437435.0
2015,CAN,35702908.0
2016,CAN,36109487.0
1964,CEB,94715795.0
1965,CEB,95440988.0
1966,CEB,96146336.0
1967,CEB,97043270.0
1968,CEB,97884022.0
1969,CEB,98606630.0
1970,CEB,99134548.0
1971,CEB,99635258.0
1972,CEB,100357161.0
1973,CEB,101112680.0
1974,CEB,101939916.0
1975,CEB,102860571.0
1976,CEB,103776068.0
1977,CEB,104616884.0
1978,CEB,105329397.0
1979,CEB,105948616.0
1980,CEB,106541316.0
1981,CEB,107129392.0
1982,CEB,107730380.0
1983,CEB,108297837.0
1984,CEB,108838073.0
1985,CEB,109338285.0
1986,CEB,109824166.0
1987,CEB,110296425.0
1988,CEB,110686740.0
1989,CEB,110801640.0
1990,CEB,110743128.0
1991,CEB,110469467.0
1992,CEB,110111454.0
1993,CEB,110041924.0
1994,CEB,110021594.0
1995,CEB,109864246.0
1996,CEB,109626194.0
1997,CEB,109422013.0
1998,CEB,109238340.0
1999,CEB,109060951.0
2000,CEB,108447824.0
2001,CEB,107660041.0
2002,CEB,106959751.0
2003,CEB,106624167.0
2004,CEB,106331716.0
2005,CEB,106041911.0
2006,CEB,105772481.0
2007,CEB,105378748.0
2008,CEB,105001883.0
2009,CEB,104800475.0
2010,CEB,104421447.0
2011,CEB,104174038.0
2012,CEB,103935318.0
2013,CEB,103713726.0
2014,CEB,103496179.0
2015,CEB,103257886.0
2016,CEB,102994278.0
1964,CHE,5789228.0
1965,CHE,5856472.0
1966,CHE,5918002.0
1967,CHE,5991785.0
1968,CHE,6067714.0
1969,CHE,6136387.0
1970,CHE,6180877.0
1971,CHE,6213399.0
1972,CHE,6260956.0
1973,CHE,6307347.0
1974,CHE,6341405.0
1975,CHE,6338632.0
1976,CHE,6302504.0
1977,CHE,6281174.0
1978,CHE,6281738.0
1979,CHE,6294365.0
1980,CHE,6319408.0
1981,CHE,6354074.0
1982,CHE,6391309.0
1983,CHE,6418773.0
1984,CHE,6441865.0
1985,CHE,6470365.0
1986,CHE,6504124.0
1987,CHE,6545106.0
1988,CHE,6593386.0
1989,CHE,6646912.0
1990,CHE,6715519.0
1991,CHE,6799978.0
1992,CHE,6875364.0
1993,CHE,6938265.0
1994,CHE,6993795.0
1995,CHE,7040687.0
1996,CHE,7071850.0
1997,CHE,7088906.0
1998,CHE,7110001.0
1999,CHE,7143991.0
2000,CHE,7184250.0
2001,CHE,7229854.0
2002,CHE,7284753.0
2003,CHE,7339001.0
2004,CHE,7389625.0
2005,CHE,7437115.0
2006,CHE,7483934.0
2007,CHE,7551117.0
2008,CHE,7647675.0
2009,CHE,7743831.0
2010,CHE,7824909.0
2011,CHE,7912398.0
2012,CHE,7996861.0
2013,CHE,8089346.0
2014,CHE,8188649.0
2015,CHE,8282396.0
2016,CHE,8373338.0
1964,CHI,113777.0
1965,CHI,114989.0
1966,CHI,116229.0
1967,CHI,117469.0
1968,CHI,118725.0
1969,CHI,119975.0
1970,CHI,121200.0
1971,CHI,122405.0
1972,CHI,123611.0
1973,CHI,124722.0
1974,CHI,125680.0
1975,CHI,126420.0
1976,CHI,126908.0
1977,CHI,127186.0
1978,CHI,127395.0
1979,CHI,127691.0
1980,CHI,128204.0
1981,CHI,128986.0
1982,CHI,129976.0
1983,CHI,131153.0
1984,CHI,132445.0
1985,CHI,133800.0
1986,CHI,135242.0
1987,CHI,136762.0
1988,CHI,138250.0
1989,CHI,139580.0
1990,CHI,140677.0
1991,CHI,141469.0
1992,CHI,142006.0
1993,CHI,142407.0
1994,CHI,142867.0
1995,CHI,143480.0
1996,CHI,144348.0
1997,CHI,145387.0
1998,CHI,146500.0
1999,CHI,147553.0
2000,CHI,148439.0
2001,CHI,149097.0
2002,CHI,149591.0
2003,CHI,150070.0
2004,CHI,150722.0
2005,CHI,151674.0
2006,CHI,152999.0
2007,CHI,154644.0
2008,CHI,156441.0
2009,CHI,158187.0
2010,CHI,159718.0
2011,CHI,160990.0
2012,CHI,162051.0
2013,CHI,163039.0
2014,CHI,164107.0
2015,CHI,165387.0
2016,CHI,166922.0
1964,CHL,8821855.0
1965,CHL,8989607.0
1966,CHL,9152848.0
1967,CHL,9312091.0
1968,CHL,9468851.0
1969,CHL,9625304.0
1970,CHL,9783134.0
1971,CHL,9942716.0
1972,CHL,10103675.0
1973,CHL,10265827.0
1974,CHL,10428803.0
1975,CHL,10592310.0
1976,CHL,10756876.0
1977,CHL,10922777.0
1978,CHL,11089165.0
1979,CHL,11254877.0
1980,CHL,11419350.0
1981,CHL,11582020.0
1982,CHL,11743909.0
1983,CHL,11907955.0
1984,CHL,12078137.0
1985,CHL,12257238.0
1986,CHL,12445833.0
1987,CHL,12642917.0
1988,CHL,12847712.0
1989,CHL,13058758.0
1990,CHL,13274617.0
1991,CHL,13495255.0
1992,CHL,13719818.0
1993,CHL,13944934.0
1994,CHL,14166346.0
1995,CHL,14380864.0
1996,CHL,14587367.0
1997,CHL,14786227.0
1998,CHL,14977736.0
1999,CHL,15162801.0
2000,CHL,15342350.0
2001,CHL,15516112.0
2002,CHL,15684413.0
2003,CHL,15849649.0
2004,CHL,16014972.0
2005,CHL,16182713.0
2006,CHL,16354507.0
2007,CHL,16530201.0
2008,CHL,16708255.0
2009,CHL,16886184.0
2010,CHL,17062531.0
2011,CHL,17233584.0
2012,CHL,17400359.0
2013,CHL,17571511.0
2014,CHL,17758969.0
2015,CHL,17969356.0
2016,CHL,18209072.0
1964,CHN,698355000.0
1965,CHN,715185000.0
1966,CHN,735400000.0
1967,CHN,754550000.0
1968,CHN,774510000.0
1969,CHN,796025000.0
1970,CHN,818315000.0
1971,CHN,841105000.0
1972,CHN,862030000.0
1973,CHN,881940000.0
1974,CHN,900350000.0
1975,CHN,916395000.0
1976,CHN,930685000.0
1977,CHN,943455000.0
1978,CHN,956165000.0
1979,CHN,969005000.0
1980,CHN,981235000.0
1981,CHN,993885000.0
1982,CHN,1008630000.0
1983,CHN,1023310000.0
1984,CHN,1036825000.0
1985,CHN,1051040000.0
1986,CHN,1066790000.0
1987,CHN,1084035000.0
1988,CHN,1101630000.0
1989,CHN,1118650000.0
1990,CHN,1135185000.0
1991,CHN,1150780000.0
1992,CHN,1164970000.0
1993,CHN,1178440000.0
1994,CHN,1191835000.0
1995,CHN,1204855000.0
1996,CHN,1217550000.0
1997,CHN,1230075000.0
1998,CHN,1241935000.0
1999,CHN,1252735000.0
2000,CHN,1262645000.0
2001,CHN,1271850000.0
2002,CHN,1280400000.0
2003,CHN,1288400000.0
2004,CHN,1296075000.0
2005,CHN,1303720000.0
2006,CHN,1311020000.0
2007,CHN,1317885000.0
2008,CHN,1324655000.0
2009,CHN,1331260000.0
2010,CHN,1337705000.0
2011,CHN,1344130000.0
2012,CHN,1350695000.0
2013,CHN,1357380000.0
2014,CHN,1364270000.0
2015,CHN,1371220000.0
2016,CHN,1378665000.0
1964,CIV,4071411.0
1965,CIV,4226843.0
1966,CIV,4383723.0
1967,CIV,4544168.0
1968,CIV,4713134.0
1969,CIV,4897470.0
1970,CIV,5102070.0
1971,CIV,5328735.0
1972,CIV,5576026.0
1973,CIV,5841513.0
1974,CIV,6121295.0
1975,CIV,6412409.0
1976,CIV,6713949.0
1977,CIV,7026497.0
1978,CIV,7350269.0
1979,CIV,7685927.0
1980,CIV,8033652.0
1981,CIV,8393689.0
1982,CIV,8764991.0
1983,CIV,9144940.0
1984,CIV,9530103.0
1985,CIV,9918204.0
1986,CIV,10307268.0
1987,CIV,10698188.0
1988,CIV,11094740.0
